2019-01-21 19:14:53.558699 - I Love You All
2019-01-21 19:14:54.492405 -  virtuous boy
2019-01-21 19:16:17.188736 -  Toky0 Drift
2019-01-21 19:16:18.701847 -  r54652212akf
2019-01-21 19:16:19.355763 -  FIX1
2019-01-21 19:16:20.219219 -  2WHIRAIMOMO
2019-01-21 19:16:20.665474 -  xänax abuser
2019-01-21 19:16:21.099806 -  scuro1
2019-01-21 19:16:22.178154 -  crawling soul
2019-01-21 19:16:23.240159 -  Days4fun
2019-01-21 19:16:24.410975 -  Minerva 
2019-01-21 19:16:25.747503 -  mindkingdom
2019-01-21 19:16:26.253231 -  ESEQ SENPAI
2019-01-21 19:16:27.228971 -  Saiaku no Ningen
2019-01-21 19:16:28.410316 -  MALUMA BABY
2019-01-21 19:16:29.487236 -  Take a break
2019-01-21 19:16:30.577852 -  paiN Bgob
2019-01-21 19:16:31.802889 -  WAVE SYNC
2019-01-21 19:16:33.479262 -  flare0
2019-01-21 19:16:34.559901 -  scamber
2019-01-21 19:16:35.816441 -  Zeicró
2019-01-21 19:16:37.205276 -  voe nas estrelas
2019-01-21 19:16:38.360982 -  Spl1tting
2019-01-21 19:16:39.487358 -  Thomas Ham
2019-01-21 19:16:40.437793 -  Bydeki12345678
2019-01-21 19:16:41.313304 -  oh yeah teddy
2019-01-21 19:16:42.392747 -  XABULOVER 1 Zuko
2019-01-21 19:16:43.939475 -  a thirsty god
2019-01-21 19:16:44.536191 -  Sora1
2019-01-21 19:16:45.689290 -  1d72a3ni985e5l64
2019-01-21 19:16:46.970196 -  Inês Brasil 2022
2019-01-21 19:16:47.744223 - LuzAzul
2019-01-21 19:16:49.370155 -  Kauel Khan
2019-01-21 19:16:50.642356 -  enel1
2019-01-21 19:16:51.570585 -  danz0r
2019-01-21 19:16:53.067772 -  suport sucks
2019-01-21 19:16:53.897874 -  tarzan12345
2019-01-21 19:16:54.984402 -  THEPK
2019-01-21 19:16:56.337256 -  NimoTv Akrinuss
2019-01-21 19:16:57.349166 -  Rakin
2019-01-21 19:16:58.573685 -  RED 4HEGIS
2019-01-21 19:16:59.671858 -  TUBARAOOOOOOO
2019-01-21 19:17:00.917195 -  goku chan
2019-01-21 19:17:01.997684 -  MARlMBONDO
2019-01-21 19:17:03.373975 -  E L H F 
2019-01-21 19:17:04.621652 -  R7 Grell
2019-01-21 19:17:05.424426 -  Sir Ógust XD
2019-01-21 19:17:06.608488 -  BeBenJ O CRIA
2019-01-21 19:17:07.563505 -  Enyav modnar
2019-01-21 19:17:08.069263 -  2WPARKJIHYO
2019-01-21 19:17:08.548718 -  RDP Riva
2019-01-21 19:17:09.625872 -  worsttopqwertyui
2019-01-21 19:17:10.064073 -  Deus nos abençoa
2019-01-21 19:17:11.245385 -  faith1z
2019-01-21 19:17:12.659793 -  HAUZINHO MECTREF
2019-01-21 19:17:13.529580 -  BARRY TE MATOU
2019-01-21 19:17:14.684729 -  Lynxmon
2019-01-21 19:17:15.670500 -  Its up to you
2019-01-21 19:17:16.739710 -  use your Mind
2019-01-21 19:17:17.870172 -  A lenda de Jamal
2019-01-21 19:17:19.099772 -  Mattsz
2019-01-21 19:17:20.349291 -  Dudu Duelista
2019-01-21 19:17:21.665309 -  Tr1go
2019-01-21 19:17:22.946058 -  Olkaida
2019-01-21 19:17:24.252936 -  20011222 
2019-01-21 19:17:25.578191 -  tiosatan3
2019-01-21 19:17:25.961955 -  Lost Ever
2019-01-21 19:17:27.165718 -  MaroIa Boy
2019-01-21 19:17:27.860197 -  Fã do jojo
2019-01-21 19:17:28.125781 -  steph curry
2019-01-21 19:17:29.263717 -  GRAFO
2019-01-21 19:17:29.665667 -  Saizo
2019-01-21 19:17:30.854268 -  Chama no Reskein
2019-01-21 19:17:31.929609 -  ElaNaoTeMerece
2019-01-21 19:17:32.998299 -  SteaI
2019-01-21 19:17:34.076526 -  Hârry
2019-01-21 19:17:35.930594 -  MADKING1
2019-01-21 19:17:36.476695 -  Sessh1
2019-01-21 19:17:37.676537 -  Killuard
2019-01-21 19:17:39.040732 -  Odyceuz1
2019-01-21 19:17:39.982612 -  RED XABULA1
2019-01-21 19:17:41.103011 -  miss you daily
2019-01-21 19:17:42.257750 -  Frepz
2019-01-21 19:17:43.745803 -  Goro
2019-01-21 19:17:44.887271 -  flapjack return
2019-01-21 19:17:46.655767 -  yaneruzuy
2019-01-21 19:17:47.137654 -  KmartSan
2019-01-21 19:17:48.325360 -  Scrappy1
2019-01-21 19:17:49.421669 -  Âyk
2019-01-21 19:17:49.992834 -  KOREAN ZERG
2019-01-21 19:17:51.119037 -  Atlanta1
2019-01-21 19:17:52.138628 -  KrastyeI
2019-01-21 19:17:53.330761 -  Fools Impure
2019-01-21 19:17:54.398281 -  Magifëlix
2019-01-21 19:17:55.450624 -  Aegís
2019-01-21 19:17:56.542282 -  R7 Nobody
2019-01-21 19:17:57.641765 -  Just Dont Cry
2019-01-21 19:17:58.513182 -  lord semi
2019-01-21 19:17:59.523646 -  Tukay
2019-01-21 19:18:00.896958 -  Nano1
2019-01-21 19:18:02.110280 -  ULT Picknn
2019-01-21 19:18:02.531487 -  Freedon1
2019-01-21 19:18:04.090970 -  CoIIapse
2019-01-21 19:18:05.472037 -  LêoN
2019-01-21 19:18:06.635471 -  FORGIVENGRE
2019-01-21 19:18:08.049042 -  15y insecure boy
2019-01-21 19:18:09.366319 -  smiIe mama
2019-01-21 19:18:10.591929 -  jacoba
2019-01-21 19:18:11.502278 -  Herói rank     1
2019-01-21 19:18:12.562289 -  Zerg Safado
2019-01-21 19:18:13.545196 -  still hope
2019-01-21 19:18:14.736220 -  Mito Supremo
2019-01-21 19:18:15.840253 -  swrd
2019-01-21 19:18:16.435524 -  Raven1
2019-01-21 19:18:17.451370 -  Glayde
2019-01-21 19:18:19.061882 -  ExodiusX
2019-01-21 19:18:20.046296 -  Isometria
2019-01-21 19:18:21.180758 -  ueP
2019-01-21 19:18:22.565816 -  inting mid laner
2019-01-21 19:18:23.627062 -  BeBenJ
2019-01-21 19:18:24.085596 -  Berg
2019-01-21 19:18:25.211907 -  Qats
2019-01-21 19:18:26.839260 -  bugino
2019-01-21 19:18:27.836517 -  lil gold
2019-01-21 19:18:28.453761 -  Koshi o Duelista
2019-01-21 19:18:30.168147 -  IGqq
2019-01-21 19:18:31.340978 -  FaabiiN
2019-01-21 19:18:32.450336 -  Kakaskask
2019-01-21 19:18:33.391836 -  Adhinam
2019-01-21 19:18:34.469673 -  Zino1
2019-01-21 19:18:35.764659 -  Cezz
2019-01-21 19:18:36.933450 - zlittleball
2019-01-21 19:18:38.107095 -  Tasukete7
2019-01-21 19:18:39.597306 -  MecLordinho
2019-01-21 19:18:40.800398 -  9132674871683128
2019-01-21 19:18:42.060884 -  Keinny
2019-01-21 19:18:43.829239 -  thanks Grandpa
2019-01-21 19:18:45.061118 -  Clovao Bengala
2019-01-21 19:18:47.547797 -  Wartin
2019-01-21 19:18:50.878758 -  JG DIFF XD
2019-01-21 19:18:52.080745 -  caíozera
2019-01-21 19:18:53.454826 -  sayajireN
2019-01-21 19:18:54.656017 -  Amazing Zuao
2019-01-21 19:18:55.427478 -  PiuPiuPeiPeiPOW
2019-01-21 19:18:56.553485 -  Sarkis
2019-01-21 19:18:57.910115 -  Little Rookie1
2019-01-21 19:18:58.383826 -  Tetis
2019-01-21 19:18:59.750777 -  Sorä
2019-01-21 19:19:00.027914 -  ESEQ
2019-01-21 19:19:01.352757 -  detrevni
2019-01-21 19:19:01.837504 -  BOOOTA NO ALTO
2019-01-21 19:19:02.865349 -  Dimi
2019-01-21 19:19:03.558009 -  SMURF DO MUCA 1
2019-01-21 19:19:04.581665 -  Zude
2019-01-21 19:19:05.797143 -  Mind Reformed
2019-01-21 19:19:06.406150 -  Sneez1
2019-01-21 19:19:07.213777 -  Vento
2019-01-21 19:19:07.978768 -  üüü
2019-01-21 19:19:08.399387 -  Regrëts
2019-01-21 19:19:09.502550 -  Korean Protoss
2019-01-21 19:19:10.734398 -  KT Macaxeiraa
2019-01-21 19:19:11.137605 -  Dartora
2019-01-21 19:19:12.546864 -  Belleteyn
2019-01-21 19:19:13.782778 -  IllIllIIlIlI
2019-01-21 19:19:14.993236 -  FLA brTT      11
2019-01-21 19:19:16.093915 -  BRUXO DO DARK
2019-01-21 19:19:17.154549 -  I should give up
2019-01-21 19:19:18.316463 -  GozT
2019-01-21 19:19:18.742209 -  CLAUDETE COSTURA
2019-01-21 19:19:19.676905 -  King Chocobo
2019-01-21 19:19:20.133847 -  Ydoolb
2019-01-21 19:19:21.322820 -  1Shmebulock
2019-01-21 19:19:22.172007 -  Morttheus
2019-01-21 19:19:23.439290 -  IzziOwned
2019-01-21 19:19:24.467356 -  Leaftime
2019-01-21 19:19:25.660250 -  buceIinho
2019-01-21 19:19:26.711821 -  my sweetest lie
2019-01-21 19:19:27.564098 -  CRÚZ
2019-01-21 19:19:28.709722 -  pèrz
2019-01-21 19:19:29.888797 -  z4y
2019-01-21 19:19:31.023995 -  Shiina best girl
2019-01-21 19:19:32.234613 -  Brucer
2019-01-21 19:19:32.852325 -  Trakinão
2019-01-21 19:19:33.793356 -  RED Dark YoDa
2019-01-21 19:19:34.854121 -  Lehends1
2019-01-21 19:19:35.870452 -  Sasaukage
2019-01-21 19:19:36.976770 -  Clocky
2019-01-21 19:19:37.785839 -  Britney Biitch
2019-01-21 19:19:38.937357 -  Boca kwaii
2019-01-21 19:19:39.981699 -  TDL Cacá
2019-01-21 19:19:41.188739 -  boy meets world
2019-01-21 19:19:42.304706 -  Persìstent
2019-01-21 19:19:43.326229 -  PS Aithusa 
2019-01-21 19:19:44.487589 -  very cute fennec
2019-01-21 19:19:45.563569 -  kiarí
2019-01-21 19:19:46.826788 -  eZone Sam
2019-01-21 19:19:48.014773 -  Lícia e Gabi
2019-01-21 19:19:49.768175 -  Zubreska
2019-01-21 19:19:50.636200 -  Pkr
2019-01-21 19:19:51.746010 -  fightingforlove
2019-01-21 19:19:53.009805 -  CbTV Lelin1
2019-01-21 19:19:53.439229 -  Muted AIl
2019-01-21 19:19:53.988125 -  Magiczin
2019-01-21 19:19:54.498776 -   Oganjja
2019-01-21 19:19:55.633296 -  íjl o ljí
2019-01-21 19:19:56.236923 -  Tang d Tangerina
2019-01-21 19:19:56.976357 -  Haikawa
2019-01-21 19:19:57.952963 -  bonner wilian
2019-01-21 19:19:59.094760 -  Sr Tkk
2019-01-21 19:20:00.169573 -  no chat sry
2019-01-21 19:20:01.276745 -  Papai do Beco
2019-01-21 19:20:02.331688 -  CbTV Odyceuz
2019-01-21 19:20:03.278155 -  Reformed IaniaK
2019-01-21 19:20:04.702831 -  I feel weird
2019-01-21 19:20:05.279267 -  cnT Mills
2019-01-21 19:20:06.364568 -  BOMBINHAS CITY
2019-01-21 19:20:06.981973 -  ErroNão
2019-01-21 19:20:07.665965 -  Dotíng
2019-01-21 19:20:08.782775 -  Sots Shy
2019-01-21 19:20:09.260878 -  SirThulio
2019-01-21 19:20:10.394115 -  Ascending
2019-01-21 19:20:11.454625 -  DryTe
2019-01-21 19:20:12.698228 -  DAMAGÊ
2019-01-21 19:20:13.342819 -  Tsukishima Kei
2019-01-21 19:20:14.529941 -  mattayahu
2019-01-21 19:20:15.632220 -  FNC Pickkles
2019-01-21 19:20:16.768277 -  WHOISTHISMAN
2019-01-21 19:20:17.300902 -  Stepz
2019-01-21 19:20:17.840075 -  iBlair
2019-01-21 19:20:19.013051 -  FeelsGreatMan
2019-01-21 19:20:19.691757 -  fNb2
2019-01-21 19:20:20.176880 - elementlol
2019-01-21 19:20:21.085635 -  HOW TO BLUE KAYN
2019-01-21 19:20:22.313117 -  à very bad time
2019-01-21 19:20:23.641665 -  the Lehends girl
2019-01-21 19:20:24.835763 -  chris mc
2019-01-21 19:20:25.100932 -  Um patinho 
2019-01-21 19:20:26.379826 -  BANDETTO 
2019-01-21 19:20:27.501091 -  greek yogurt
2019-01-21 19:20:28.832093 -  planted seed
2019-01-21 19:20:29.672483 -  Dondeiza
2019-01-21 19:20:30.450198 -  Moraes Cyclonado
2019-01-21 19:20:31.603285 -  Chavesz
2019-01-21 19:20:32.819779 -  II MonoKaiser II
2019-01-21 19:20:33.284784 -  Crucifíed
2019-01-21 19:20:34.378151 -  Sailor Orion
2019-01-21 19:20:35.481627 -  lolol
2019-01-21 19:20:36.578104 -  0 joker
2019-01-21 19:20:37.644494 -  Last of my kind
2019-01-21 19:20:38.854028 -  RiSe TomorroW
2019-01-21 19:20:40.049461 -  marcx
2019-01-21 19:20:41.364958 -  feeling so high
2019-01-21 19:20:41.951633 -  Céos
2019-01-21 19:20:42.801838 -  DAyhuqwdh
2019-01-21 19:20:43.879685 -  Road
2019-01-21 19:20:45.282743 -  Maynah
2019-01-21 19:20:47.657786 -  SAN NEyFerus
2019-01-21 19:20:48.769802 -  toshio1
2019-01-21 19:20:49.634790 -  Laurent Fióra
2019-01-21 19:20:50.952043 -  Willsh
2019-01-21 19:20:51.895779 -  Micks
2019-01-21 19:20:53.537543 -  Quindinho
2019-01-21 19:20:54.678206 -  BF991
2019-01-21 19:20:55.934078 -  RUIVÍNHA
2019-01-21 19:20:57.214778 -  Piloto1
2019-01-21 19:20:58.557271 -  Thunnder1
2019-01-21 19:20:59.514260 -  Mish S9
2019-01-21 19:21:01.234426 -  EO VENONINHO NÉ
2019-01-21 19:21:02.336529 -  MlMlKYU
2019-01-21 19:21:03.580748 -  Rock Jr
2019-01-21 19:21:04.284239 -  Turibulus
2019-01-21 19:21:05.422787 -  Resek1
2019-01-21 19:21:06.108986 -  Full Baked
2019-01-21 19:21:07.533777 -  CavaIo Negaum
2019-01-21 19:21:08.588762 -  A298384382133
2019-01-21 19:21:09.440082 -  Caxumba
2019-01-21 19:21:10.638915 -  Syezin
2019-01-21 19:21:12.312072 -  SSK Drugovich
2019-01-21 19:21:13.979732 -  Johnn Bender
2019-01-21 19:21:15.297794 -  yuzurenay
2019-01-21 19:21:16.423733 -  Iotus
2019-01-21 19:21:17.595262 -  c0ds           1
2019-01-21 19:21:18.785351 -  Darkcone1
2019-01-21 19:21:19.689700 -  IMorfeUctA
2019-01-21 19:21:20.485305 -  KaBuM King
2019-01-21 19:21:21.784378 -  BRAZILIAN DOG
2019-01-21 19:21:22.194908 -  TheTay
2019-01-21 19:21:23.557388 -  Yuzuha
2019-01-21 19:21:24.424708 -  11111
2019-01-21 19:21:25.574136 -  viper12345
2019-01-21 19:21:26.583838 -  Nuvem
2019-01-21 19:21:28.090524 -  Foggao is Back
2019-01-21 19:21:29.565744 -  LudibriAlan16
2019-01-21 19:21:30.977868 -  Bardeus
2019-01-21 19:21:31.383149 -  Macumba
2019-01-21 19:21:32.467678 -  Ayel173
2019-01-21 19:21:33.115402 -  Coyote1
2019-01-21 19:21:33.662649 -  KhaeI
2019-01-21 19:21:34.804736 -  I can handle it
2019-01-21 19:21:35.943620 -  raven3110
2019-01-21 19:21:37.083269 -  HawaianoéBruto
2019-01-21 19:21:38.326220 -  mujaaaaaaaaaaaaa
2019-01-21 19:21:39.573344 -  4us
2019-01-21 19:21:40.845045 -  Fididinho
2019-01-21 19:21:41.923270 -  b4ddz1
2019-01-21 19:21:43.259089 -  Teen Spirit1
2019-01-21 19:21:44.195862 -  FTK Azzy
2019-01-21 19:21:46.077238 -  Marf
2019-01-21 19:21:47.343325 -  Scavange
2019-01-21 19:21:48.709993 -  Inöue
2019-01-21 19:21:49.905438 -  PRG Lima
2019-01-21 19:21:50.330137 -  yukiiiiiiiiiiiii
2019-01-21 19:21:52.030153 -  ZenoN
2019-01-21 19:21:52.500506 -  ÂBE 10
2019-01-21 19:21:53.978460 -  Lêozuxo
2019-01-21 19:21:54.937070 -  im cheed
2019-01-21 19:21:55.967281 -  NimoTv Akrinóia
2019-01-21 19:21:56.883436 -  the inescapable
2019-01-21 19:21:57.770447 -  A celiac girl 
2019-01-21 19:21:58.524214 -  ISG Buggax
2019-01-21 19:21:58.967222 -  dett1
2019-01-21 19:21:59.445120 -  Solid1
2019-01-21 19:22:00.478775 -  Yandioquinhaa
2019-01-21 19:22:01.037287 -  Kier
2019-01-21 19:22:02.162553 -  Werhli
2019-01-21 19:22:02.564259 -  OU LORD
2019-01-21 19:22:03.475974 -  nextcblolchamp
2019-01-21 19:22:04.173076 -  Yasmin Timída
2019-01-21 19:22:05.428743 -  Crowlock
2019-01-21 19:22:06.754507 -  Rafitness
2019-01-21 19:22:08.150750 -  É o Crey Crey
2019-01-21 19:22:09.357231 - Inöue
2019-01-21 19:22:10.479815 -  BIoo
2019-01-21 19:22:11.774138 -  REAL FAKE DOORS
2019-01-21 19:22:12.701978 -  fã do yetola
2019-01-21 19:22:14.093276 -  Shuhari1
2019-01-21 19:22:15.242240 -  cutting ties
2019-01-21 19:22:15.513072 -  Áckerman
2019-01-21 19:22:16.591620 -  Judeuz1nho
2019-01-21 19:22:17.035263 -  PIJACK
2019-01-21 19:22:17.691171 -  MeuPIPINo5euPOPO
2019-01-21 19:22:18.959782 -  RRRRRRRRRRRANK1
2019-01-21 19:22:19.415358 -  I Esquilo I
2019-01-21 19:22:20.435899 -  Mystr
2019-01-21 19:22:21.594279 -  Nayrü
2019-01-21 19:22:23.093509 -  n tenho ideia
2019-01-21 19:22:24.273364 -  lIlIlIlllllllIl
2019-01-21 19:22:24.872815 -  Goddess Banana
2019-01-21 19:22:25.991264 -  spider freire
2019-01-21 19:22:27.136703 -  ZöoD
2019-01-21 19:22:28.162965 -  Nether Grasp
2019-01-21 19:22:28.775224 -  Jukes
2019-01-21 19:22:29.805147 -  someone to lead
2019-01-21 19:22:30.973751 -  PEEL NA SORAKITA
2019-01-21 19:22:31.749256 -  MaikindredTV
2019-01-21 19:22:32.192263 -  Kina
2019-01-21 19:22:33.637893 -  CARLINHOS DIGDIN
2019-01-21 19:22:34.821959 -  Haechan
2019-01-21 19:22:35.355248 -  Vahvel
2019-01-21 19:22:36.258714 -  tavin atentado
2019-01-21 19:22:37.464221 -  LyyyyyNKóT1K0 LP
2019-01-21 19:22:37.924843 -  Leonex
2019-01-21 19:22:38.823778 -  Twitch nemotag
2019-01-21 19:22:40.050325 -  q2wertty
2019-01-21 19:22:40.547273 -  SUPER TITEITO 
2019-01-21 19:22:41.730681 -  sPorc
2019-01-21 19:22:42.906303 -  worst jungler
2019-01-21 19:22:44.251716 -  Yce
2019-01-21 19:22:46.569320 -  Sra Kitana
2019-01-21 19:22:47.846829 -  Siegre1ch
2019-01-21 19:22:48.491629 -  Taara
2019-01-21 19:22:49.034784 -  Avril L4vigne
2019-01-21 19:22:49.572194 -  Eryonn
2019-01-21 19:22:50.877751 -  Gragolandia
2019-01-21 19:22:51.947719 -  the began
2019-01-21 19:22:52.590821 -  pedrin meclife
2019-01-21 19:22:54.144781 -  ULT Ace
2019-01-21 19:22:54.580510 -  TKSR
2019-01-21 19:22:55.158935 -  Mousty
2019-01-21 19:22:55.832878 -  Vipeeer
2019-01-21 19:22:56.349682 -  Triguit0
2019-01-21 19:22:56.839046 -  só o gado né vei
2019-01-21 19:22:58.136578 -  Kohinata Miho
2019-01-21 19:22:59.212674 -  Furão Inverso
2019-01-21 19:23:00.359770 -  RyuKzu
2019-01-21 19:23:01.757015 -  llMiguell
2019-01-21 19:23:02.939873 -  doubleliftfanboy
2019-01-21 19:23:03.995252 -  ISG Wara
2019-01-21 19:23:04.448788 -  KeeeSh
2019-01-21 19:23:05.152448 -  import jungler
2019-01-21 19:23:05.793621 -  lofi fan
2019-01-21 19:23:06.328293 -  reborn Winter1
2019-01-21 19:23:07.309903 -  Kakéru
2019-01-21 19:23:08.048533 -  Arthur Lanches
2019-01-21 19:23:09.633635 -  tasheshi
2019-01-21 19:23:10.903709 -  DvR
2019-01-21 19:23:11.856708 -  TENH0 WARMOG
2019-01-21 19:23:12.299876 -  STM Raposa
2019-01-21 19:23:12.997085 -  ALEF YOSHIOHANAI
2019-01-21 19:23:13.447368 -  Harakk
2019-01-21 19:23:14.327346 -  Parabrisa
2019-01-21 19:23:14.892336 -  iRathu
2019-01-21 19:23:15.466284 -  AzeI
2019-01-21 19:23:15.916757 -  Ziridinho Gaúcho
2019-01-21 19:23:16.322124 -  ROBLOXZIN
2019-01-21 19:23:16.773910 -  Sr Biruleibe
2019-01-21 19:23:17.248287 -  Copernicozineo
2019-01-21 19:23:17.807701 -  ULT Blacky
2019-01-21 19:23:18.264881 -  BiscoitoZord
2019-01-21 19:23:19.375935 -  trk1
2019-01-21 19:23:21.217298 -  Ad vocare
2019-01-21 19:23:21.797484 -  iRelog
2019-01-21 19:23:22.774778 -  xTsuna
2019-01-21 19:23:23.637723 -  KaminsKi1
2019-01-21 19:23:24.885354 -  16BIT Play
2019-01-21 19:23:26.668265 -  dprodigy
2019-01-21 19:23:27.530799 -  Eliseoz xablau
2019-01-21 19:23:28.376974 -  Brawle s o Ruim
2019-01-21 19:23:29.977914 -  Hamamura kkkkkkk
2019-01-21 19:23:31.141194 -  NOsFerus1
2019-01-21 19:23:31.586548 -  GGENUINO
2019-01-21 19:23:32.785743 -  ÉL TiTiltei 1v9
2019-01-21 19:23:33.468256 -  Derossi is Love
2019-01-21 19:23:34.669297 -  Josédeodo
2019-01-21 19:23:35.159939 -  LostMental
2019-01-21 19:23:36.115768 -  treevor
2019-01-21 19:23:37.456810 -  Yan
2019-01-21 19:23:38.590053 -  Twitch Eselima
2019-01-21 19:23:39.438217 -  HerakIes
2019-01-21 19:23:40.590822 -  WAN7ED das G
2019-01-21 19:23:41.402081 -  LEOZlN
2019-01-21 19:23:42.600721 - KooperR
2019-01-21 19:23:43.747010 -  Ponei
2019-01-21 19:23:44.595785 -  dyNqqq VIGARISTA
2019-01-21 19:23:45.446341 -  Random top
2019-01-21 19:23:45.965826 -  Shouyou
2019-01-21 19:23:47.265627 -  Pinguin Cotoco
2019-01-21 19:23:48.360260 -  zhaymc
2019-01-21 19:23:49.550336 -  Shiruo
2019-01-21 19:23:50.475631 -  Pant1
2019-01-21 19:23:51.233452 -  não vou cair não
2019-01-21 19:23:52.268606 -  Kanekí Ken
2019-01-21 19:23:53.260791 -  Metting
2019-01-21 19:23:54.556329 -  healthy mind
2019-01-21 19:23:55.721826 -  CROSSFlT
2019-01-21 19:23:56.974987 -  Her Hawk
2019-01-21 19:23:58.056939 -  a Seithr
2019-01-21 19:23:59.365422 -  maka
2019-01-21 19:24:00.678620 -  Copernicozin
2019-01-21 19:24:01.756613 -  desisto cara
2019-01-21 19:24:02.410976 -  The Thanos
2019-01-21 19:24:03.779956 -  Tengai Shinsei
2019-01-21 19:24:04.888266 -  Eenrique
2019-01-21 19:24:05.920842 -  Doom ABSURDO
2019-01-21 19:24:07.376464 -  Textufire
2019-01-21 19:24:08.756824 -  Distinct
2019-01-21 19:24:09.651017 -  Glaucia
2019-01-21 19:24:10.748957 -  Sir Lorran
2019-01-21 19:24:12.095784 -  Ataídes
2019-01-21 19:24:13.644464 -  endIessly
2019-01-21 19:24:14.100934 -  GÍL DA ESFIRRA
2019-01-21 19:24:14.583434 -  Gubri new man
2019-01-21 19:24:15.170523 -  Criminal
2019-01-21 19:24:16.511567 -  Ice Wolf
2019-01-21 19:24:17.119634 -  chovy12345
2019-01-21 19:24:17.797243 -  reprup
2019-01-21 19:24:18.505347 -  Tanganana
2019-01-21 19:24:20.405276 -  Echo of a dream
2019-01-21 19:24:20.807794 -  DylanR Zan Zan
2019-01-21 19:24:21.926206 -  FLA vinHow
2019-01-21 19:24:22.841798 -  aShuraWurath
2019-01-21 19:24:24.218736 -  guizao2
2019-01-21 19:24:25.403911 -  rád
2019-01-21 19:24:26.180768 -  EU VOU BROCAR
2019-01-21 19:24:26.601968 -  MIIKSUU
2019-01-21 19:24:28.307463 -  Misk
2019-01-21 19:24:29.501328 -  Erick Borges
2019-01-21 19:24:30.151770 -  semdente rx
2019-01-21 19:24:31.260442 -  Kestra
2019-01-21 19:24:31.933264 -  bRNI
2019-01-21 19:24:33.101905 -  Savz her king
2019-01-21 19:24:33.871951 -  WAN7ED
2019-01-21 19:24:35.117328 -  Fawkesz
2019-01-21 19:24:36.944760 -  Linehalt
2019-01-21 19:24:38.304888 -  SKT T1 Clid1
